CreditScore,Geography,Gender,Age,Tenure, Balance ,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Engagement score
754,France,Male,39,3,"€ 74,896.33",1,0,0,"€ 34,430.16",0.00%
474,France,Male,54,3, € -   ,1,1,0,"€ 1,08,409.17",0.00%
837,Germany,Male,35,0,"€ 1,44,037.60",1,1,0,"€ 1,45,325.32",0.00%
567,France,Female,23,9,"€ 93,522.20",1,0,1,"€ 81,425.61",11.11%
800,Spain,Male,38,1, € -   ,2,1,0,"€ 51,553.43",0.00%
646,France,Male,18,10, € -   ,2,0,1,"€ 52,795.15",20.00%
627,Germany,Male,38,8,"€ 1,06,922.92",2,0,1,"€ 84,270.09",25.00%
505,France,Male,26,8,"€ 1,12,972.57",1,1,0,"€ 1,45,011.62",0.00%
566,Germany,Female,35,1,"€ 1,23,042.00",1,1,0,"€ 66,245.44",0.00%
619,Germany,Female,33,3,"€ 1,00,488.92",2,0,1,"€ 36,446.74",66.67%
757,France,Female,44,4,"€ 1,23,322.15",1,1,0,"€ 1,37,136.29",0.00%
648,France,Male,32,0, € -   ,1,0,1,"€ 1,17,323.31",100.00%
621,Spain,Male,42,8,"€ 68,683.68",1,1,1,"€ 74,157.71",12.50%
543,Germany,Male,49,6,"€ 59,532.18",1,1,0,"€ 1,04,253.56",0.00%
658,France,Female,43,7,"€ 1,40,260.36",2,1,0,"€ 2,748.72",0.00%
633,Germany,Male,50,7,"€ 88,302.65",1,1,1,"€ 1,95,937.16",14.29%
648,France,Female,19,1, € -   ,2,0,1,"€ 22,101.86",200.00%
501,Germany,Male,40,5,"€ 1,14,655.58",1,0,0,"€ 1,26,535.92",0.00%
683,France,Female,42,4,"€ 1,48,283.94",1,1,1,"€ 44,692.63",25.00%
619,Spain,Female,38,1, € -   ,1,1,0,"€ 1,12,442.63",0.00%
705,France,Female,35,3, € -   ,2,0,1,"€ 66,331.01",66.67%
638,Germany,Female,53,1,"€ 1,23,916.67",1,1,0,"€ 16,657.68",0.00%
710,France,Female,31,1, € -   ,2,1,0,"€ 20,081.30",0.00%
590,France,Female,54,4, € -   ,2,1,1,"€ 93,820.49",50.00%
725,France,Male,43,2,"€ 1,65,896.00",2,1,0,"€ 1,30,795.52",0.00%
638,France,Female,32,0, € -   ,2,1,0,"€ 1,60,129.99",0.00%
791,France,Male,36,6,"€ 1,11,168.97",1,1,1,"€ 1,89,969.91",16.67%
702,France,Female,40,1,"€ 1,03,549.24",1,0,0,"€ 9,712.52",0.00%
607,France,Female,32,6, € -   ,2,0,0,"€ 1,96,062.01",0.00%
535,France,Male,30,6,"€ 1,03,804.97",1,1,1,"€ 1,25,710.53",16.67%
651,France,Male,45,2,"€ 1,65,901.59",2,1,0,"€ 23,054.51",0.00%
506,Germany,Male,59,8,"€ 1,19,152.10",2,1,1,"€ 1,70,679.74",25.00%
511,Spain,Female,57,8,"€ 1,22,950.31",1,1,1,"€ 1,81,258.76",12.50%
757,France,Female,51,1, € -   ,1,1,1,"€ 22,835.13",100.00%
768,Germany,Male,49,1,"€ 1,33,384.66",1,1,0,"€ 1,02,397.22",0.00%
757,France,Male,32,9, € -   ,2,1,0,"€ 1,15,950.96",0.00%
663,Spain,Male,64,6, € -   ,2,0,1,"€ 15,876.52",33.33%
537,Germany,Female,37,7,"€ 1,58,411.95",4,1,1,"€ 1,17,690.58",57.14%
570,Germany,Male,29,4,"€ 1,22,028.65",2,1,1,"€ 1,73,792.77",50.00%
850,France,Female,35,5, € -   ,1,1,1,"€ 80,992.80",20.00%
661,Germany,Female,64,8,"€ 1,28,751.65",2,1,0,"€ 1,89,398.18",0.00%
659,France,Male,54,8,"€ 1,33,436.52",1,1,0,"€ 56,787.80",0.00%
454,Spain,Male,40,2,"€ 1,23,177.01",1,1,0,"€ 1,48,309.98",0.00%
708,France,Female,59,2, € -   ,1,1,0,"€ 1,79,673.11",0.00%
720,France,Female,37,2,"€ 1,20,328.88",2,1,1,"€ 1,38,470.21",100.00%
785,France,Female,39,1,"€ 1,30,147.98",1,1,0,"€ 1,63,798.41",0.00%
743,Spain,Female,36,8,"€ 92,716.96",1,1,1,"€ 33,693.78",12.50%
493,Spain,Female,48,7, € -   ,2,1,0,"€ 48,545.10",0.00%
557,Spain,Male,34,3, € -   ,1,0,1,"€ 1,23,427.98",33.33%
850,France,Male,40,1,"€ 76,914.21",1,1,0,"€ 1,74,183.44",0.00%
799,France,Female,32,3,"€ 1,06,045.92",2,1,1,"€ 17,938.00",66.67%
756,France,Male,34,1,"€ 1,03,133.26",1,1,1,"€ 90,059.04",100.00%
752,France,Male,38,0,"€ 1,45,974.79",2,1,1,"€ 1,37,694.23",200.00%
696,Spain,Female,36,3, € -   ,3,1,0,"€ 65,039.90",0.00%
630,Spain,Female,49,1, € -   ,2,0,1,"€ 1,62,858.29",200.00%
659,Spain,Female,38,9, € -   ,2,1,1,"€ 35,701.06",22.22%
685,Spain,Male,39,9, € -   ,2,1,1,"€ 18,826.06",22.22%
599,Spain,Female,31,3, € -   ,1,1,1,"€ 1,30,086.47",33.33%
559,Spain,Female,31,1,"€ 1,39,183.06",1,0,1,"€ 1,43,360.56",100.00%
615,Spain,Male,19,5, € -   ,2,1,0,"€ 1,59,920.92",0.00%
580,Germany,Female,36,3,"€ 74,974.89",1,1,1,"€ 12,099.67",33.33%
487,Spain,Male,44,6,"€ 61,691.45",1,1,1,"€ 53,087.98",16.67%
646,Germany,Female,35,1,"€ 1,21,952.75",2,1,1,"€ 1,42,839.82",200.00%
811,France,Female,35,7, € -   ,1,1,1,€ 178.19,14.29%
526,Spain,Male,35,5, € -   ,2,1,1,"€ 1,05,618.14",40.00%
767,Spain,Male,37,7, € -   ,2,1,1,"€ 24,734.25",28.57%
548,France,Female,33,1,"€ 80,107.83",2,0,1,"€ 82,245.67",200.00%
737,Spain,Female,45,2, € -   ,2,0,1,"€ 1,77,695.67",100.00%
613,Germany,Male,40,1,"€ 1,47,856.82",3,0,0,"€ 1,07,961.11",0.00%
711,Spain,Male,36,8, € -   ,2,1,0,"€ 55,207.41",0.00%
850,Spain,Female,53,7,"€ 65,407.16",2,0,0,"€ 1,82,633.63",0.00%
752,France,Female,53,8,"€ 1,14,233.18",1,1,1,"€ 51,587.04",12.50%
710,France,Female,37,5, € -   ,2,1,0,"€ 1,15,403.31",0.00%
664,Spain,Female,53,7,"€ 1,87,602.18",1,1,0,"€ 1,86,392.99",0.00%
510,France,Female,22,3,"€ 1,56,834.34",1,0,0,"€ 44,374.44",0.00%
577,France,Female,34,2, € -   ,2,1,1,"€ 84,033.35",100.00%
529,France,Male,42,1,"€ 1,57,498.90",1,1,1,"€ 82,276.62",100.00%
757,Spain,Female,44,9, € -   ,2,1,0,"€ 1,77,528.92",0.00%
691,France,Male,41,2, € -   ,1,1,1,"€ 56,850.92",50.00%
621,Spain,Male,34,8, € -   ,1,0,0,"€ 47,972.65",0.00%
709,Spain,Male,35,2, € -   ,2,1,0,"€ 1,04,982.39",0.00%
756,Spain,Male,19,4,"€ 1,30,274.22",1,1,1,"€ 1,33,535.29",25.00%
788,France,Female,41,6, € -   ,1,1,1,"€ 25,571.37",16.67%
705,France,Female,39,5,"€ 1,49,379.66",2,1,0,"€ 96,075.55",0.00%
483,France,Male,29,9, € -   ,1,1,1,"€ 81,634.45",11.11%
719,Spain,Male,35,1,"€ 1,00,829.94",1,1,1,"€ 1,65,008.97",100.00%
793,Germany,Female,32,1,"€ 96,408.98",1,1,1,"€ 1,38,191.81",100.00%
593,France,Male,41,6, € -   ,2,1,1,"€ 99,136.49",33.33%
551,France,Male,52,1, € -   ,1,0,0,"€ 63,584.55",0.00%
690,France,Male,39,6, € -   ,2,1,0,"€ 1,60,532.88",0.00%
823,France,Male,71,5,"€ 1,49,105.08",1,0,1,"€ 1,62,683.06",20.00%
512,Spain,Male,39,3, € -   ,1,1,0,"€ 1,34,878.19",0.00%
802,Spain,Male,41,5, € -   ,2,1,1,"€ 1,34,626.30",40.00%
450,Spain,Female,34,2, € -   ,2,1,0,"€ 1,75,480.93",0.00%
651,Germany,Male,41,1,"€ 90,218.11",1,1,0,"€ 1,74,337.68",0.00%
697,France,Female,33,1,"€ 87,347.70",1,1,0,"€ 1,72,524.51",0.00%
611,France,Male,28,2, € -   ,2,0,0,"€ 25,395.83",0.00%
643,France,Female,33,0,"€ 1,37,811.75",1,1,1,"€ 1,84,856.89",100.00%
822,France,Male,37,3,"€ 1,05,563.00",1,1,0,"€ 1,82,624.93",0.00%
632,France,Male,38,4, € -   ,2,0,0,"€ 1,92,505.62",0.00%
575,Spain,Female,26,7, € -   ,2,1,0,"€ 1,12,507.63",0.00%
672,France,Male,31,6,"€ 91,125.75",1,1,0,"€ 1,77,295.92",0.00%
517,Spain,Male,39,3, € -   ,2,0,1,"€ 12,465.51",66.67%
621,Spain,Male,39,8, € -   ,2,1,0,"€ 36,122.96",0.00%
775,Germany,Female,77,6,"€ 1,35,120.56",1,1,0,"€ 37,836.64",0.00%
600,France,Male,29,8, € -   ,2,0,1,"€ 34,747.43",25.00%
640,France,Male,28,7, € -   ,2,1,1,"€ 1,31,097.90",28.57%
752,France,Female,36,1,"€ 86,837.95",1,1,1,"€ 1,05,280.55",100.00%
613,France,Male,26,4,"€ 1,00,446.57",1,0,1,"€ 1,49,653.81",25.00%
484,France,Female,32,3, € -   ,2,1,1,"€ 1,39,390.99",66.67%
511,France,Female,33,3, € -   ,2,1,0,"€ 1,32,436.71",0.00%
745,France,Female,32,2, € -   ,4,0,1,"€ 1,79,705.13",200.00%
786,Spain,Female,32,6,"€ 1,14,512.59",1,1,0,"€ 15,796.66",0.00%
727,France,Male,35,5,"€ 1,36,364.46",1,0,0,"€ 1,42,754.71",0.00%
622,France,Male,31,5,"€ 1,06,260.67",1,1,1,"€ 2,578.43",20.00%
794,France,Male,24,10,"€ 1,46,126.75",1,1,1,"€ 88,992.05",10.00%
636,Spain,Male,52,4,"€ 1,11,284.53",1,0,1,"€ 32,936.44",25.00%
741,Spain,Female,42,9,"€ 1,21,056.63",2,1,0,"€ 39,122.58",0.00%
687,France,Male,34,5,"€ 1,28,270.56",1,1,0,"€ 1,91,092.62",0.00%
660,Spain,Male,30,4, € -   ,2,1,0,"€ 1,29,149.06",0.00%
660,France,Male,35,7, € -   ,2,1,0,"€ 13,218.60",0.00%
617,France,Female,79,7, € -   ,1,1,1,"€ 1,60,589.18",14.29%
762,France,Male,32,10,"€ 1,91,775.65",1,1,0,"€ 1,79,657.83",0.00%
752,Spain,Female,35,2, € -   ,1,1,0,"€ 44,335.54",0.00%
561,Spain,Male,34,4,"€ 85,141.79",2,1,1,"€ 29,217.37",50.00%
609,France,Male,26,10,"€ 1,26,392.18",1,0,1,"€ 43,651.49",10.00%
803,France,Male,28,3, € -   ,2,1,0,"€ 1,59,654.00",0.00%
556,France,Female,40,9,"€ 1,29,860.37",1,0,0,"€ 17,992.94",0.00%
531,France,Female,53,5,"€ 1,27,642.44",1,1,0,"€ 1,41,501.45",0.00%
411,France,Female,35,2, € -   ,2,1,1,"€ 93,825.78",100.00%
587,Germany,Female,44,5,"€ 1,25,584.17",2,1,1,"€ 41,852.24",40.00%
683,Spain,Male,56,7,"€ 50,911.21",3,0,0,"€ 97,629.31",0.00%
654,France,Male,29,2,"€ 91,955.61",1,1,0,"€ 37,065.66",0.00%
670,Germany,Female,36,2,"€ 84,266.44",2,0,0,"€ 38,614.69",0.00%
655,France,Female,36,2,"€ 1,47,149.59",1,1,1,"€ 87,816.86",50.00%
752,France,Female,36,7, € -   ,2,1,0,"€ 1,84,866.86",0.00%
534,France,Female,23,5,"€ 1,04,822.45",1,0,1,"€ 1,60,176.47",20.00%
635,France,Male,42,1,"€ 1,46,766.72",2,0,1,"€ 1,64,357.10",200.00%
491,Germany,Male,70,6,"€ 1,48,745.92",2,1,1,"€ 17,818.33",33.33%
516,France,Male,27,9, € -   ,1,1,0,"€ 1,42,680.64",0.00%
530,France,Female,48,0, € -   ,1,1,0,"€ 85,081.09",0.00%
687,Spain,Male,35,3, € -   ,2,1,1,"€ 1,76,450.19",66.67%
684,France,Female,41,6,"€ 1,35,203.81",2,1,1,"€ 1,21,967.88",33.33%
706,Germany,Male,23,2,"€ 93,301.97",2,0,1,"€ 1,27,187.04",100.00%
490,Germany,Male,33,5,"€ 96,341.00",2,0,0,"€ 1,08,313.34",0.00%
796,France,Male,44,8,"€ 1,65,326.20",1,1,1,"€ 57,205.55",12.50%
849,France,Male,27,0, € -   ,2,0,1,"€ 1,57,891.86",200.00%
779,France,Female,41,10,"€ 99,786.20",1,1,0,"€ 86,927.53",0.00%
794,Spain,Female,22,4,"€ 1,14,440.24",1,1,1,"€ 1,07,753.07",25.00%
748,Spain,Male,36,4,"€ 1,41,573.55",1,1,0,"€ 82,158.14",0.00%
663,Spain,Female,22,9, € -   ,1,1,0,"€ 29,135.89",0.00%
645,Spain,Female,55,1,"€ 1,33,676.65",1,0,1,"€ 17,095.49",100.00%
464,France,Female,33,10,"€ 1,47,493.70",2,1,0,"€ 1,00,447.53",0.00%
737,France,Male,54,9, € -   ,1,1,0,"€ 83,470.40",0.00%
590,France,Female,29,4, € -   ,2,1,0,"€ 1,21,846.81",0.00%
522,Germany,Female,37,3,"€ 95,022.57",1,1,1,"€ 1,29,107.59",33.33%
648,France,Female,34,3, € -   ,1,1,0,"€ 54,726.43",0.00%
754,France,Male,37,6, € -   ,1,1,1,"€ 1,16,141.72",16.67%
669,France,Male,50,4,"€ 1,49,713.61",3,1,1,"€ 1,24,872.42",75.00%
648,Germany,Female,43,1,"€ 1,07,963.38",1,0,0,"€ 1,86,438.86",0.00%
763,France,Male,40,3, € -   ,2,1,0,"€ 1,34,281.11",0.00%
790,Spain,Male,32,3, € -   ,1,1,0,"€ 91,044.47",0.00%
581,France,Male,37,7, € -   ,2,1,1,"€ 74,320.75",28.57%
703,France,Male,43,8, € -   ,2,1,0,"€ 9,704.66",0.00%
571,France,Female,33,9,"€ 1,02,017.25",2,0,0,"€ 1,28,600.49",0.00%
657,Spain,Female,27,8, € -   ,2,0,0,"€ 6,468.24",0.00%
737,France,Male,44,7, € -   ,2,0,0,"€ 57,898.58",0.00%
793,Spain,Male,29,8,"€ 96,674.55",2,0,0,"€ 1,92,120.66",0.00%
783,Spain,Female,44,3,"€ 81,811.71",1,1,0,"€ 1,64,213.53",0.00%
751,Spain,Male,33,4,"€ 79,281.61",1,1,0,"€ 1,17,547.76",0.00%
579,France,Male,31,6, € -   ,2,1,0,"€ 26,149.25",0.00%
655,Germany,Female,36,10,"€ 1,22,314.39",1,1,0,"€ 9,181.66",0.00%
614,Germany,Male,43,8,"€ 1,40,733.74",1,1,1,"€ 1,66,588.76",12.50%
678,Germany,Male,49,2,"€ 1,16,933.11",1,1,0,"€ 1,95,053.58",0.00%
562,Spain,Male,41,5,"€ 1,65,445.04",2,1,0,"€ 85,787.31",0.00%
711,Germany,Female,53,5,"€ 1,23,805.03",1,1,0,"€ 1,02,428.51",0.00%
620,France,Male,37,0,"€ 1,07,548.94",1,1,0,"€ 71,175.94",0.00%
437,France,Male,49,9,"€ 1,11,634.29",2,0,1,"€ 1,66,440.32",22.22%
691,Germany,Female,41,8,"€ 1,09,153.96",3,1,1,"€ 1,48,848.76",37.50%
552,Spain,Female,34,4, € -   ,2,1,0,"€ 1,40,286.69",0.00%
765,Germany,Male,34,5,"€ 86,055.17",2,1,1,"€ 1,04,220.50",40.00%
707,Germany,Female,51,10,"€ 98,438.23",1,0,0,"€ 70,778.63",0.00%
764,Spain,Male,29,5, € -   ,2,1,0,"€ 65,868.28",0.00%
585,France,Female,32,8,"€ 1,44,705.87",2,0,0,"€ 1,71,482.56",0.00%
784,France,Male,31,7, € -   ,2,1,1,"€ 1,43,204.41",28.57%
605,France,Male,41,5,"€ 91,612.91",1,1,1,"€ 28,427.84",20.00%
699,Spain,Male,40,2, € -   ,1,1,0,"€ 78,387.32",0.00%
544,France,Female,40,7, € -   ,1,0,1,"€ 1,61,076.92",14.29%
803,France,Female,32,9,"€ 1,92,122.84",1,1,1,"€ 54,277.45",11.11%
735,France,Male,41,7,"€ 1,79,904.00",1,1,1,"€ 1,37,180.95",14.29%
673,France,Male,59,0,"€ 1,78,058.06",2,0,1,"€ 21,063.71",200.00%
652,France,Male,30,2,"€ 1,76,166.56",2,1,1,"€ 1,52,210.81",100.00%
694,France,Male,42,3,"€ 1,56,864.20",2,0,0,"€ 88,890.75",0.00%
741,France,Female,44,7, € -   ,2,1,1,"€ 1,90,534.76",28.57%
590,Spain,Male,30,3, € -   ,2,1,0,"€ 83,090.35",0.00%
809,Spain,Female,33,3, € -   ,2,0,1,"€ 1,41,426.78",66.67%
523,France,Male,34,2,"€ 1,61,588.89",1,1,1,"€ 51,358.66",50.00%
540,France,Male,48,2,"€ 1,09,349.29",1,1,0,"€ 88,703.04",0.00%
596,Spain,Female,29,6, € -   ,2,1,0,"€ 1,16,696.77",0.00%
597,France,Female,36,9, € -   ,2,1,1,"€ 7,156.09",22.22%
407,Spain,Male,37,1, € -   ,1,1,1,"€ 49,161.12",100.00%
748,France,Male,60,0,"€ 1,52,335.70",1,1,0,"€ 1,26,743.33",0.00%
562,France,Female,51,1,"€ 1,24,662.54",1,1,1,"€ 65,390.46",100.00%
734,Germany,Female,47,10,"€ 91,522.04",2,1,1,"€ 1,38,835.91",20.00%
710,France,Male,45,1, € -   ,2,1,1,"€ 36,154.66",200.00%
539,Spain,Female,39,6,"€ 62,052.28",1,0,1,"€ 59,755.14",16.67%
542,France,Male,32,7,"€ 1,07,871.72",1,1,0,"€ 1,25,302.64",0.00%
717,France,Female,36,2,"€ 99,472.76",2,1,0,"€ 94,274.72",0.00%
682,Spain,Female,50,10,"€ 1,28,039.01",1,1,1,"€ 1,02,260.16",10.00%
515,France,Male,33,2, € -   ,2,1,1,"€ 1,36,028.97",100.00%
526,Spain,Female,33,8,"€ 1,14,634.63",2,1,0,"€ 1,10,114.38",0.00%
702,France,Male,26,5,"€ 56,738.47",2,1,1,"€ 1,00,442.22",40.00%
651,Germany,Male,34,2,"€ 90,355.12",2,0,0,"€ 1,93,597.94",0.00%
792,Germany,Male,36,5,"€ 1,15,725.24",2,0,0,"€ 1,871.25",0.00%
817,Germany,Male,58,3,"€ 1,14,327.59",2,1,1,"€ 42,831.11",66.67%
674,Germany,Female,36,6,"€ 1,00,762.64",1,1,0,"€ 1,82,156.86",0.00%
641,France,Female,40,9, € -   ,1,0,0,"€ 1,51,648.66",0.00%
513,Spain,Male,39,7,"€ 89,039.90",2,1,1,"€ 1,46,738.83",28.57%
561,France,Male,34,1,"€ 78,829.53",1,1,1,"€ 12,148.20",100.00%
627,Germany,Male,30,6,"€ 1,12,372.96",1,1,1,"€ 1,18,029.09",16.67%
682,Germany,Male,81,6,"€ 1,22,029.15",1,1,1,"€ 50,783.88",16.67%
683,France,Female,29,0,"€ 1,57,829.12",1,0,0,"€ 1,29,891.66",0.00%
420,Germany,Female,31,1,"€ 1,08,377.75",2,1,1,"€ 9,904.63",200.00%
670,France,Female,54,2,"€ 95,507.12",1,1,1,"€ 63,213.31",50.00%
505,Germany,Male,43,6,"€ 1,27,146.68",1,0,0,"€ 1,37,565.87",0.00%
580,Germany,Male,24,1,"€ 1,33,811.78",1,1,0,"€ 17,185.95",0.00%
577,France,Male,36,3,"€ 1,21,092.47",2,0,1,"€ 1,43,783.46",66.67%
773,Germany,Male,34,10,"€ 1,26,979.75",1,0,0,"€ 36,823.28",0.00%
616,France,Male,37,5,"€ 1,44,235.73",2,0,0,"€ 1,54,957.66",0.00%
763,France,Female,38,0,"€ 1,52,582.20",2,0,0,"€ 31,892.82",0.00%
640,Spain,Male,43,9,"€ 1,72,478.15",1,1,0,"€ 1,91,084.40",0.00%
592,France,Male,36,1,"€ 1,26,477.42",1,0,0,"€ 1,79,718.17",0.00%
528,Spain,Male,43,7,"€ 97,473.87",2,1,1,"€ 1,59,823.16",28.57%
630,France,Male,53,5,"€ 1,38,053.67",1,0,1,"€ 1,14,110.97",20.00%
529,France,Female,31,2,"€ 1,64,003.05",2,1,1,"€ 60,993.23",100.00%
546,France,Female,47,8, € -   ,1,1,1,"€ 66,408.01",12.50%
753,France,Female,62,6, € -   ,2,1,1,"€ 1,36,398.90",33.33%
772,Spain,Female,39,4,"€ 1,22,486.11",2,1,1,"€ 1,40,709.25",50.00%
567,France,Male,36,1, € -   ,2,0,0,"€ 8,555.73",0.00%
628,Germany,Female,45,6,"€ 53,667.44",1,1,0,"€ 1,15,022.94",0.00%
658,France,Male,20,7, € -   ,2,0,0,"€ 1,87,638.34",0.00%
679,Spain,Male,58,9,"€ 1,09,327.65",1,1,1,"€ 3,829.13",11.11%
629,Spain,Male,34,1,"€ 1,21,151.05",1,0,0,"€ 1,19,357.93",0.00%
731,Spain,Male,42,9,"€ 1,01,043.63",1,1,1,"€ 1,92,175.52",11.11%
775,Germany,Male,33,3,"€ 83,501.66",2,1,0,"€ 1,28,841.31",0.00%
660,Spain,Male,33,2,"€ 80,462.24",1,0,0,"€ 1,50,422.35",0.00%
752,France,Male,39,3, € -   ,1,1,0,"€ 1,88,187.05",0.00%
655,France,Male,37,6,"€ 1,09,093.41",2,1,0,"€ 1,775.52",0.00%
543,Spain,Female,46,5,"€ 1,40,355.60",1,1,1,"€ 85,086.78",20.00%
811,France,Male,42,10, € -   ,2,1,1,"€ 3,797.79",20.00%
689,Germany,Male,45,0,"€ 1,30,170.82",2,1,0,"€ 1,50,856.38",0.00%
531,France,Female,42,2, € -   ,2,0,1,"€ 90,537.47",100.00%
515,France,Male,40,0,"€ 1,09,542.29",1,1,1,"€ 1,66,370.81",100.00%
466,France,Female,41,3,"€ 33,563.95",2,1,0,"€ 1,78,994.13",0.00%
782,France,Male,36,1,"€ 1,48,795.17",2,1,1,"€ 1,95,681.43",200.00%
611,France,Male,64,9, € -   ,2,1,1,"€ 53,277.15",22.22%
621,Germany,Male,40,8,"€ 1,74,126.75",3,1,0,"€ 1,72,490.78",0.00%
604,Spain,Male,41,3, € -   ,1,0,0,"€ 11,819.84",0.00%
655,Spain,Female,35,1,"€ 1,06,405.03",1,1,1,"€ 82,900.25",100.00%
689,Spain,Male,38,2, € -   ,1,1,1,"€ 82,709.80",50.00%
681,Spain,Male,30,2,"€ 1,28,393.29",1,1,1,"€ 1,80,593.45",50.00%
643,Germany,Male,41,2,"€ 1,27,841.52",1,1,0,"€ 1,72,363.41",0.00%
617,France,Female,24,4,"€ 1,37,295.19",2,1,1,"€ 91,195.12",50.00%
638,Spain,Female,55,2,"€ 1,55,828.22",1,0,1,"€ 1,08,987.25",50.00%
743,France,Male,39,6, € -   ,2,1,0,"€ 44,265.28",0.00%
828,Germany,Female,25,7,"€ 1,44,351.86",1,1,0,"€ 1,16,613.26",0.00%
776,Spain,Male,35,8,"€ 1,06,365.29",1,1,1,"€ 1,48,527.56",12.50%
540,Germany,Male,35,7,"€ 1,27,801.88",1,0,1,"€ 84,239.46",14.29%
616,Germany,Female,45,4,"€ 1,22,793.96",1,1,1,"€ 62,002.04",25.00%
628,Germany,Male,38,10,"€ 1,13,525.84",1,1,0,"€ 46,044.48",0.00%
667,Spain,Female,23,6,"€ 1,36,100.69",2,0,0,"€ 1,69,669.33",0.00%
615,France,Male,30,7, € -   ,2,1,1,"€ 1,56,346.84",28.57%
543,France,Male,30,4,"€ 1,40,916.81",1,1,0,"€ 1,57,711.18",0.00%
553,France,Female,31,4, € -   ,2,1,1,"€ 89,087.40",50.00%
554,Germany,Male,26,4,"€ 1,21,365.39",1,1,1,"€ 8,742.36",25.00%
684,Spain,Female,36,4, € -   ,1,1,0,"€ 1,17,038.96",0.00%
452,France,Female,35,7, € -   ,2,1,0,"€ 1,64,241.67",0.00%
606,France,Male,47,3,"€ 93,578.68",2,0,1,"€ 1,37,720.56",66.67%
629,France,Male,40,9, € -   ,1,1,0,€ 106.67,0.00%
659,Spain,Female,33,8,"€ 1,15,409.60",1,0,1,"€ 1,539.21",12.50%
493,France,Female,33,8,"€ 90,791.69",1,1,1,"€ 59,659.53",12.50%
794,France,Female,62,9,"€ 1,23,681.32",3,1,0,"€ 1,73,586.63",0.00%
554,France,Female,44,6,"€ 92,436.86",1,1,0,"€ 1,26,033.90",0.00%
796,Germany,Female,52,9,"€ 1,67,194.36",1,1,1,"€ 62,808.93",11.11%
807,France,Female,36,4, € -   ,2,0,1,"€ 1,47,007.33",50.00%
500,Germany,Male,44,9,"€ 1,60,838.13",2,1,0,"€ 1,96,261.64",0.00%
722,Spain,Male,43,1, € -   ,1,1,0,"€ 44,560.17",0.00%
559,Spain,Female,40,7,"€ 1,44,470.77",1,1,1,"€ 18,917.95",14.29%
584,Spain,Female,38,3, € -   ,2,1,1,"€ 4,525.40",66.67%
834,Germany,Female,68,9,"€ 1,30,169.27",2,0,1,"€ 93,112.20",22.22%
754,Spain,Male,35,4, € -   ,2,1,1,"€ 9,658.41",50.00%
590,France,Male,43,7,"€ 81,076.80",2,1,1,"€ 1,82,627.25",28.57%
740,France,Male,36,7, € -   ,1,1,1,"€ 13,177.40",14.29%
502,Germany,Female,57,3,"€ 1,01,465.31",1,1,0,"€ 43,568.31",0.00%
733,France,Male,48,5, € -   ,1,0,1,"€ 1,17,830.57",20.00%
755,Germany,Female,37,0,"€ 1,13,865.23",2,1,1,"€ 1,17,396.25",200.00%
554,Spain,Female,46,7,"€ 87,603.35",3,0,1,"€ 96,929.24",42.86%
534,France,Male,36,4,"€ 1,20,037.96",1,1,0,"€ 36,275.94",0.00%
656,Spain,Male,33,4, € -   ,2,1,0,"€ 1,16,706.00",0.00%
575,Germany,Male,49,7,"€ 1,21,205.15",4,1,1,"€ 1,68,080.53",57.14%
480,Spain,Male,47,8,"€ 75,408.33",1,1,0,"€ 25,887.89",0.00%
575,France,Male,40,5, € -   ,2,1,1,"€ 1,22,488.59",40.00%
672,France,Female,40,3, € -   ,1,1,0,"€ 1,13,171.61",0.00%
758,Spain,Female,35,5, € -   ,2,0,0,"€ 1,00,365.51",0.00%
682,France,Male,50,6,"€ 1,21,818.84",2,0,1,"€ 1,24,151.37",33.33%
501,France,Female,29,8, € -   ,2,1,0,"€ 1,12,664.24",0.00%
746,Germany,Male,34,6,"€ 1,41,806.00",2,1,1,"€ 1,83,494.87",33.33%
556,France,Female,51,8,"€ 61,354.14",1,1,0,"€ 1,98,810.65",0.00%
823,Germany,Female,53,4,"€ 1,24,954.94",1,0,1,"€ 1,31,259.60",25.00%
491,Germany,Female,68,1,"€ 95,039.12",1,0,1,"€ 1,16,471.14",100.00%
638,France,Female,29,9,"€ 1,03,417.74",1,1,1,"€ 15,336.40",11.11%
734,France,Male,45,2, € -   ,2,1,0,"€ 99,593.28",0.00%
555,France,Male,40,10,"€ 43,028.77",1,1,0,"€ 1,70,514.21",0.00%
745,Germany,Female,44,0,"€ 1,19,638.21",1,1,1,"€ 34,265.08",100.00%
728,France,Male,37,3,"€ 1,22,689.51",2,0,0,"€ 1,06,977.53",0.00%
626,France,Male,44,10, € -   ,2,0,0,"€ 1,64,287.86",0.00%
681,Germany,Male,37,8,"€ 73,179.34",2,1,1,"€ 25,292.53",25.00%
478,France,Female,38,4,"€ 1,71,913.87",1,1,0,"€ 51,820.87",0.00%
709,France,Male,38,5, € -   ,2,1,1,"€ 81,452.29",40.00%
562,Germany,Male,33,8,"€ 92,659.20",2,1,0,"€ 1,354.25",0.00%
769,Germany,Female,34,7,"€ 1,37,239.17",1,1,1,"€ 71,379.92",14.29%
684,Germany,Female,46,3,"€ 1,02,955.14",2,1,0,"€ 1,54,137.33",0.00%
536,France,Female,61,8,"€ 65,190.29",1,1,1,"€ 64,308.49",12.50%
