Scaled score,France ,Spain,Male,Scaled age,Scaled tenure,Scaled balance,NumOfProducts,Product to tenure ratio,IsActiveMember,Scaled salary,Balance to salary ration,Engagement score,Age tenure,Exited
0.54,0,0,0,-1.23,-1.39,0.33,1,1,0,-0.63,1.53,0,0.04,0
1.49,0,0,1,-0.18,-1.04,1.01,2,1,1,1.72,0.7,1,0.05,0
-0.58,1,0,0,-0.76,1.38,-1.23,1,0.11,1,-1.64,0,0.11,0.29,0
-0.67,0,1,1,-0.47,0,1.47,1,0.2,0,-1.39,8.38,0,0.15,0
-0.39,0,0,0,-0.85,0,0.88,2,0.4,0,1.23,0.77,0,0.17,0
-0.51,1,0,1,0.48,-0.7,-1.23,2,0.67,0,-1.21,0,0,0.07,0
0.07,1,0,1,1.06,1.38,-1.23,2,0.22,0,-1.09,0,0,0.18,0
-1.24,1,0,1,-0.76,-0.7,-1.23,1,0.33,1,-1,0,0.33,0.1,0
-0.31,0,0,1,0.77,0.69,0.49,1,0.14,1,-0.58,1.61,0.14,0.15,0
1.36,1,0,0,-0.56,-1.04,0.29,1,0.5,1,0.03,0.93,0.5,0.06,0
-1.27,0,0,0,-0.95,1.38,1.5,2,0.22,0,-0.88,3.45,0,0.31,0
-0.67,1,0,0,-0.37,0.69,-1.23,2,0.29,0,-0.51,0,0,0.2,0
-1.58,1,0,1,3.25,-1.04,1.5,2,1,1,1.14,1.03,1,0.03,0
0.42,1,0,0,-0.56,-1.39,0.83,1,1,1,0.23,1.13,1,0.03,0
-0.85,1,0,0,0.77,0.69,-1.23,2,0.29,1,-0.94,0,0.29,0.15,0
0.67,1,0,0,-0.37,-0.7,-1.23,1,0.33,1,0.9,0,0.33,0.09,0
0.3,0,0,1,-0.66,0.69,1.59,1,0.14,1,-0.4,2.27,0.14,0.22,0
1.57,0,1,1,0.2,0.34,-1.23,2,0.33,0,-0.92,0,0,0.15,0
-1.15,1,0,0,-1.61,-1.73,0.39,2,2,1,-1.07,2.6,2,0,0
-1.62,1,0,1,2.87,1.38,0.27,1,0.11,1,-1.31,3.81,0.11,0.13,0
-0.58,0,0,1,-0.09,0.34,-0.21,2,0.33,1,-1.49,4.37,0.33,0.16,0
-0.56,1,0,1,-0.56,-1.04,1.01,1,0.5,0,-0.64,2.21,0,0.06,0
-0.02,1,0,0,1.25,1.03,-0.44,1,0.13,0,-1.01,1.17,0,0.15,0
1.41,1,0,0,0.1,0.34,-1.23,2,0.33,1,-0.28,0,0.33,0.15,0
-0.48,1,0,1,-1.04,0.69,-1.23,2,0.29,0,-0.72,0,0,0.25,0
-1.16,0,1,0,0.29,1.38,-1.23,1,0.11,0,0.92,0,0,0.21,0
0.47,1,0,0,-0.56,-0.35,-1.23,2,0.5,1,-0.46,0,0.5,0.12,0
-1.49,0,0,0,0.67,1.03,0.42,1,0.13,1,-0.52,1.46,0.13,0.17,0
0.36,0,1,1,-0.47,0.34,0.11,1,0.17,0,-1.57,8.62,0,0.18,0
0.56,0,0,1,0.2,-0.35,-0.07,2,0.5,1,0.74,0.51,0.5,0.1,0
-1.57,0,0,0,-0.95,0.34,1.15,1,0.17,0,0.32,1.25,0,0.21,0
0.69,1,0,0,3.54,1.38,0.99,1,0.11,1,-0.55,2.02,0.11,0.12,0
-1.45,1,0,1,2.3,1.03,-1.23,2,0.25,1,0.26,0,0.25,0.13,0
-0.19,1,0,1,-0.66,0.34,0.56,1,0.17,1,1.22,0.65,0.17,0.19,0
0.97,0,0,1,-0.66,-0.35,0.31,1,0.25,1,-0.35,1.2,0.25,0.13,0
0.13,0,0,1,0.29,0.69,0.63,1,0.14,0,-1.4,5.84,0,0.17,0
-0.13,0,0,0,-0.18,0.69,0.77,2,0.29,0,1.02,0.79,0,0.19,0
-0.65,0,1,1,0.67,1.03,-1.23,1,0.13,0,-0.66,0,0,0.17,0
0.38,0,1,1,-0.37,1.03,0.39,2,0.25,0,-1.35,4.54,0,0.23,0
-0.53,1,0,1,0.48,1.72,0.67,1,0.1,1,-1.19,3.77,0.1,0.23,0
0.7,0,1,1,-1.04,0.34,-1.23,2,0.33,0,0.81,0,0,0.21,0
0.82,1,0,1,-1.14,0,-1.23,2,0.4,1,0.28,0,0.4,0.19,0
0.63,0,1,0,-1.04,0,-1.23,2,0.4,1,-0.11,0,0.4,0.18,0
-0.99,0,1,0,-1.23,1.38,-1.23,2,0.22,1,1.02,0,0.22,0.35,0
2.06,1,0,0,0.29,1.38,0.59,1,0.11,1,1.71,0.57,0.11,0.21,0
0.28,1,0,0,0.2,1.38,-1.23,1,0.11,0,-1.51,0,0,0.22,0
-0.77,1,0,1,-0.66,0.69,-1.23,2,0.29,0,-1.66,0,0,0.22,0
-0.61,1,0,1,0.29,-1.39,1.13,2,2,1,-0.64,2.34,2,0.02,0
1.28,1,0,1,-0.28,0.69,0.44,1,0.14,1,0.33,0.87,0.14,0.19,0
-0.32,1,0,0,-0.95,-1.39,1,2,2,0,0.95,0.9,0,0.03,0
-1.36,0,1,1,0.01,-0.35,0.57,1,0.25,1,-0.04,1.15,0.25,0.1,0
0.86,0,1,0,-0.18,-1.73,1.22,1,1,1,-0.89,3.12,1,0,0
0.85,1,0,1,1.15,1.72,1.04,1,0.1,0,0.52,1.09,0,0.2,0
-0.01,1,0,0,0.39,0.34,-1.23,2,0.33,1,-1.46,0,0.33,0.14,0
-1.16,1,0,0,-0.56,0,-1.23,2,0.4,0,0.47,0,0,0.15,0
-0.76,1,0,0,0.67,-1.39,-1.23,1,1,1,1.02,0,1,0.02,0
1.46,1,0,1,-0.85,1.03,-1.23,2,0.25,0,1.73,0,0,0.27,0
-0.64,1,0,1,-0.95,-1.04,-1.23,2,1,1,-0.03,0,1,0.07,0
-1.25,1,0,1,-1.33,1.38,1.38,1,0.11,0,-0.63,2.53,0,0.36,0
1.32,0,0,0,-0.95,0.69,0.75,1,0.14,0,1.41,0.68,0,0.24,0
-0.36,0,1,1,-0.76,0.69,0,2,0.29,1,1.11,0.47,0.29,0.23,0
0.05,1,0,0,1.15,-0.7,-1.23,2,0.67,1,-1.47,0,0.67,0.06,0
0.73,1,0,1,0.67,-1.39,0.63,2,2,0,0.05,1.12,0,0.02,0
-1.57,0,0,1,-0.28,0,0.88,2,0.4,0,1.3,0.75,0,0.14,0
0.47,0,1,0,-0.28,0.69,-1.23,2,0.29,1,-0.31,0,0.29,0.19,0
0.32,1,0,1,-0.47,0.69,-1.23,2,0.29,0,0.53,0,0,0.21,0
0.32,0,1,1,-0.85,-1.04,0.55,1,0.5,0,-0.54,1.61,0,0.07,0
-0.1,0,1,1,0.29,1.38,0.9,1,0.11,0,-1.13,3.75,0,0.21,0
-0.88,0,0,1,1.91,1.38,-0.12,1,0.11,1,1.23,0.4,0.11,0.15,0
-1.69,1,0,1,-0.18,0.34,-1.23,2,0.33,1,0.46,0,0.33,0.16,0
0.81,1,0,1,0.01,-0.35,0.72,1,0.25,1,1.04,0.76,0.25,0.1,0
-0.73,1,0,0,-0.37,-1.39,0.41,1,1,1,1.19,0.61,1,0.03,0
-0.09,1,0,1,0.1,-1.39,1.26,1,1,1,0.66,1.12,1,0.03,0
2.06,0,1,0,0.2,-0.7,0.38,2,0.67,0,-0.5,1.4,0,0.07,0
-0.36,0,0,1,0.01,-1.04,0.72,2,1,0,-0.77,2.19,0,0.05,0
-1.29,0,1,0,0.39,-0.7,-1.23,2,0.67,0,-1.19,0,0,0.07,0
-1.32,0,0,1,-0.37,1.03,1,1,0.13,1,1.5,0.75,0.13,0.23,0
0.13,1,0,1,-0.37,1.38,-1.23,2,0.22,1,1.66,0,0.22,0.26,0
1.96,1,0,1,-0.85,1.03,0.96,1,0.13,0,-0.8,2.52,0,0.27,0
-0.83,0,0,1,0.29,-1.73,0.5,2,2,0,0.48,0.85,0,0,0
-1.65,0,0,1,-1.9,-1.04,0.79,1,0.5,0,0.51,0.97,0,0.11,0
-0.69,1,0,1,0.96,1.03,1.54,1,0.13,0,0.24,1.52,0,0.16,0
1.65,1,0,0,1.15,0,-1.23,2,0.4,1,1.47,0,0.4,0.1,0
0.98,0,1,0,1.91,1.03,-1.23,1,0.13,1,-1.11,0,0.13,0.14,0
-0.26,1,0,0,0.01,-0.7,0.87,1,0.33,1,0.37,1.08,0.33,0.08,0
-1.2,1,0,0,-0.95,-1.04,0.58,1,0.5,0,1.49,0.61,0,0.07,0
0.81,0,1,0,0.58,0.69,0.23,2,0.29,0,-0.5,1.28,0,0.16,0
0.05,1,0,0,-1.23,0.69,0.48,1,0.14,1,-1.18,3.32,0.14,0.27,0
1.04,1,0,1,0.77,0,1.06,2,0.4,0,1.09,0.88,0,0.11,0
-1.3,1,0,1,-0.56,-1.39,0.58,1,1,1,1.31,0.64,1,0.03,0
-1.23,1,0,0,0.1,0,-1.23,2,0.4,1,1.34,0,0.4,0.13,0
0.47,0,1,0,0.39,-0.35,-1.23,2,0.5,1,-0.59,0,0.5,0.09,0
1.4,0,0,0,-0.66,-1.04,0.45,2,1,0,-0.7,1.75,0,0.06,0
-0.73,1,0,1,1.53,0.34,0.45,1,0.17,1,1.32,0.59,0.17,0.11,0
-0.56,0,0,1,0.77,0,1.02,2,0.4,1,1.29,0.8,0.4,0.11,0
0.34,1,0,1,0.01,-0.35,-1.23,2,0.5,0,1.25,0,0,0.1,0
1.33,1,0,1,2.2,1.72,0.68,1,0.1,1,0.29,1.02,0.1,0.16,0
-1.03,1,0,1,-0.76,-1.39,-1.23,2,2,1,1.48,0,2,0.03,0
-1.29,0,1,1,-0.85,1.03,-1.23,1,0.13,0,-1.11,0,0,0.27,0
2.05,1,0,0,0.2,1.38,0.62,1,0.11,0,0.05,1.12,0,0.22,0
-1.86,1,0,0,-1.14,-0.35,-1.23,2,0.5,0,0.39,0,0,0.15,0
-0.23,0,1,1,0.39,-0.7,1.74,1,0.33,0,0.4,1.5,0,0.07,0
0.24,0,0,1,0.39,1.03,0.15,2,0.25,0,-1.59,9.82,0,0.19,0
1.52,1,0,1,-0.66,1.72,0.6,1,0.1,1,0.45,0.91,0.1,0.31,0
-0.63,0,1,0,-0.95,-1.04,1.45,2,1,0,0.39,1.36,0,0.07,0
-0.65,1,0,0,-1.14,1.03,-1.23,1,0.13,0,-1.39,0,0,0.3,0
-0.76,1,0,1,-0.95,0.69,-1.23,2,0.29,1,-0.78,0,0.29,0.24,0
-0.82,1,0,0,-0.09,0.34,0.49,2,0.33,0,-1.06,2.75,0,0.16,0
0.3,1,0,1,-0.28,-0.7,0.64,1,0.33,1,-0.63,1.82,0.33,0.08,0
-0.03,0,1,0,-1.14,0.69,-1.23,2,0.29,1,1.09,0,0.29,0.26,0
-0.34,1,0,1,0.01,-1.04,0.23,1,0.5,0,-1.28,3.43,0,0.05,0
-0.03,0,0,1,0.2,0,0.75,1,0.2,1,-1.65,24.29,0.2,0.12,0
1.12,1,0,0,0.01,0.34,-1.23,2,0.33,1,0.7,0,0.33,0.15,0
-0.68,1,0,1,0.1,0.69,-1.23,2,0.29,0,0.8,0,0,0.18,0
1.28,1,0,0,0.29,-0.7,0.98,1,0.33,0,1.73,0.69,0,0.07,0
0.48,0,0,0,0.87,-1.04,0.51,2,1,1,0.07,1.04,1,0.04,0
-0.47,0,1,1,0.01,1.72,0.46,2,0.2,0,0.66,0.76,0,0.26,0
0.26,1,0,1,-1.8,-1.39,0.07,1,1,0,-0.55,1.17,0,0.05,0
0.28,1,0,0,-1.61,-0.35,1.58,1,0.25,1,-1.25,6.21,0.25,0.18,0
1.41,1,0,0,4.39,1.72,-1.23,2,0.2,1,0.29,0,0.2,0.12,0
1.24,1,0,1,-0.28,-1.04,0.21,1,0.5,1,0.1,0.85,0.5,0.06,0
0.09,1,0,1,0.39,-1.39,0.47,2,2,0,-1.27,3.94,0,0.02,0
0.44,1,0,1,-1.71,-1.39,-1.23,2,2,1,-1.68,0,2,0.05,0
0.97,1,0,1,0.77,1.38,-1.23,2,0.22,0,0.23,0,0,0.19,0
1.85,0,1,0,-1.23,1.03,0.4,2,0.25,1,-1.4,5.25,0.25,0.31,0
0.68,1,0,1,-0.09,-0.35,-1.23,2,0.5,0,1.56,0,0,0.11,0
0.21,1,0,1,-0.47,0.69,0.48,2,0.29,1,-1.28,4.04,0.29,0.21,0
1.91,0,0,0,-0.95,1.72,0.86,2,0.2,0,0.11,1.23,0,0.34,0
-0.15,1,0,0,-0.09,-1.39,-1.23,1,1,0,-0.96,0,0,0.03,0
-0.02,0,1,1,-0.95,-1.04,-0.5,1,0.5,1,1.28,0.26,0.5,0.07,0
-0.31,0,0,1,-1.14,-1.39,-0.04,1,1,1,-0.83,1.41,1,0.04,0
1.38,0,1,1,0.87,0.69,-1.23,2,0.29,1,1.43,0,0.29,0.15,0
1.37,0,1,0,-0.18,-1.39,0.96,1,1,0,1.7,0.69,0,0.03,0
-0.37,1,0,1,-0.66,-0.35,-1.23,2,0.5,1,-1.63,0,0.5,0.13,0
1.15,1,0,1,1.34,-1.39,0.42,1,1,1,1.22,0.6,1,0.02,0
-0.45,1,0,1,-0.37,-1.04,-1.23,2,1,1,0.25,0,1,0.06,0
-0.51,1,0,0,-0.47,0,-1.23,2,0.4,0,-1.27,0,0,0.15,0
-1.14,0,1,1,2.68,-1.39,0.19,1,1,1,-0.71,1.49,1,0.01,0
1.67,1,0,1,0.48,-0.35,0.62,2,0.5,0,1.13,0.7,0,0.09,0
0.36,1,0,1,1.82,-1.39,0.45,1,1,1,0.94,0.68,1,0.02,0
0.3,1,0,1,-0.56,-1.39,0.75,1,1,0,0.61,0.91,0,0.03,0
0.3,0,1,0,1.82,1.03,-1.23,2,0.25,1,-0.6,0,0.25,0.14,0
-0.2,1,0,0,-0.56,1.03,-1.23,2,0.25,0,0.3,0,0,0.24,0
-0.84,1,0,0,0.39,0.69,-1.23,2,0.29,1,-0.39,0,0.29,0.16,0
-0.69,0,0,1,-0.56,-0.7,0.19,2,0.67,1,1.35,0.5,0.67,0.09,0
-0.71,1,0,0,0.1,1.38,-1.23,3,0.33,1,-0.68,0,0.33,0.23,0
-0.43,1,0,1,-0.66,0.69,-0.07,1,0.14,1,0.9,0.47,0.14,0.22,0
-1.5,0,1,1,-0.37,0.34,0.54,2,0.33,0,-1.28,4.18,0,0.17,0
-1.53,1,0,1,0.29,1.03,0.45,1,0.13,1,0.83,0.71,0.13,0.19,0
-1.53,1,0,0,-1.04,0,-1.23,2,0.4,0,0.45,0,0,0.18,0
1.61,0,0,1,-0.76,1.72,1,1,0.1,0,1.58,0.73,0,0.32,0
0.03,1,0,0,-0.76,0.69,0.42,1,0.14,1,-1.55,9.29,0.14,0.23,0
0.24,0,1,1,-0.66,-1.04,-1.23,2,1,0,0.7,0,0,0.06,0
1.53,1,0,1,-0.66,0.69,-1.23,2,0.29,1,-1.08,0,0.29,0.22,0
0.93,1,0,0,-0.85,1.03,0.46,1,0.13,0,-1.71,56.79,0,0.27,0
-1.24,0,0,0,-0.66,-1.73,0.53,2,2,1,1.25,0.64,2,0,0
-0.98,1,0,1,-0.37,1.72,-1.23,2,0.2,1,1.61,0,0.2,0.29,0
0.28,0,0,0,0.39,-1.04,1.23,2,1,1,1.63,0.79,1,0.05,0
-0.66,0,0,1,-0.56,0.34,0.9,1,0.17,0,-0.77,2.38,0,0.18,0
-1.28,0,1,0,-0.28,0.34,-1.23,2,0.33,1,0.04,0,0.33,0.17,0
1.1,0,0,0,-0.47,-1.39,0.85,2,2,0,-0.96,2.88,0,0.03,0
-1.89,0,1,1,-1.04,-0.7,-1.23,2,0.67,0,1.23,0,0,0.11,0
0.44,1,0,1,-0.95,-1.04,1.2,1,0.5,0,1.69,0.77,0,0.07,0
1.24,1,0,0,-0.85,1.03,-1.23,2,0.25,0,0.01,0,0,0.27,0
0.68,1,0,0,-1.61,1.03,-1.23,2,0.25,1,-0.13,0,0.25,0.36,0
-2.19,1,0,1,-0.28,-1.04,1.43,2,1,1,0.42,1.34,1,0.06,0
-1.16,0,0,1,-1.33,0,-0.22,1,0.2,1,0.05,0.61,0.2,0.2,0
0.96,1,0,1,0.1,1.03,-0.13,1,0.13,0,-0.09,0.72,0,0.2,0
0.06,1,0,1,-0.18,-1.04,-1.23,2,1,1,-0.56,0,1,0.05,0
0.16,1,0,0,-0.76,-1.04,0.05,1,0.5,0,-1.67,19.65,0,0.06,0
-0.24,0,1,1,0.2,0,0.39,1,0.2,1,0.6,0.75,0.2,0.12,0
-1.76,0,0,0,-1.33,-0.7,1.57,2,0.67,0,1.42,0.96,0,0.12,0
1.46,1,0,1,-1.9,0.69,1.07,1,0.14,0,-1.16,4.31,0,0.37,0
-1.81,0,0,1,-0.85,-0.7,0.93,1,0.33,0,-0.55,1.97,0,0.1,0
-1.15,1,0,0,-1.42,-0.7,-1.23,2,0.67,1,1.71,0,0.67,0.13,0
0.47,0,1,1,2.01,1.03,0.2,1,0.13,1,1.68,0.45,0.13,0.13,0
1.65,0,0,1,-0.37,-0.7,0.33,2,0.67,1,0.36,0.8,0.67,0.09,0
1.16,0,0,1,-0.66,1.38,1.35,1,0.11,0,-1.2,5.2,0,0.28,0
-0.11,1,0,0,-0.95,-0.7,-1.23,2,0.67,0,-1.69,0,0,0.1,0
0.05,1,0,0,0.77,1.72,-1.23,2,0.2,0,1.18,0,0,0.21,0
-1.29,0,0,1,-0.76,0,1.11,1,0.2,0,0.56,1.1,0,0.16,0
-1,1,0,0,0.58,0.34,-1.23,2,0.33,1,1.41,0,0.33,0.13,0
-0.94,0,1,0,-1.04,-1.39,-1.23,2,2,1,0.36,0,2,0.04,0
-0.28,0,0,1,0.29,-1.39,1.17,2,2,0,0.01,1.48,0,0.02,0
-0.32,1,0,1,-0.66,0.69,-1.23,2,0.29,1,-1.14,0,0.29,0.22,0
-0.93,1,0,1,-1.71,-0.35,-1.23,1,0.25,1,-1.1,0,0.25,0.19,0
1.06,1,0,0,0.01,0.69,1.26,1,0.14,1,-1.45,9.42,0.14,0.18,0
0.73,0,1,1,0.39,-0.7,0.2,1,0.33,0,-0.95,1.95,0,0.07,0
-2.06,1,0,1,-0.56,0.34,-1.23,2,0.33,0,1.48,0,0,0.18,0
-0.63,0,1,0,-1.52,0.69,-1.23,2,0.29,0,1.68,0,0,0.3,0
-0.17,0,0,1,-1.14,-0.7,0.49,1,0.33,0,1.28,0.62,0,0.11,0
0.26,1,0,1,-0.95,-0.35,1.03,1,0.25,0,-1.11,3.89,0,0.14,0
-0.09,1,0,1,-0.85,1.03,0.07,2,0.25,0,1.3,0.46,0,0.27,0
0.88,0,1,0,-1.23,-0.35,0.95,1,0.25,1,1.14,0.82,0.25,0.15,0
0.06,1,0,1,0.39,0.69,0.94,1,0.14,0,1.65,0.69,0,0.16,0
1.88,0,1,0,-0.47,0.34,0.99,2,0.33,1,0.81,0.94,0.33,0.18,0
-0.2,0,0,1,-0.18,1.38,0.88,2,0.22,1,-0.84,2.54,0.22,0.24,0
-0.03,0,0,0,0.01,-0.7,0.81,2,0.67,1,-0.73,2.19,0.67,0.08,0
-0.37,1,0,1,0.01,-0.35,0.92,1,0.25,1,0.14,1.24,0.25,0.1,0
0.33,1,0,0,-1.14,-1.39,0.34,1,1,0,1.15,0.59,0,0.04,0
0.45,1,0,1,-0.47,0,0.82,1,0.2,0,0.03,1.26,0,0.15,0
0.45,1,0,1,-0.18,1.72,1.08,1,0.1,1,-1.16,4.32,0.1,0.27,0
-0.45,1,0,1,0.48,-1.73,-1.23,2,2,1,-0.33,0,2,0,0
-0.06,1,0,0,0.1,-0.7,0.85,1,0.33,1,0.05,1.26,0.33,0.08,0
0.03,0,1,1,-0.85,-0.35,-1.23,2,0.5,0,0.36,0,0,0.13,0
0.48,1,0,0,3.54,0.69,-1.23,2,0.29,1,1.54,0,0.29,0.09,0
-0.33,0,0,0,0.2,1.03,1.05,2,0.25,0,0.25,1.24,0,0.2,0
-0.03,0,1,1,1.53,-1.39,0.08,1,1,1,1.42,0.45,1,0.02,0
1.05,0,1,1,0.48,0.34,0.12,1,0.17,0,1.37,0.47,0,0.14,0
-0.08,0,1,0,-0.47,1.03,0.66,1,0.13,0,-0.6,1.8,0,0.24,0
-0.8,0,0,0,-0.37,1.38,2.09,2,0.22,1,0.05,2.01,0.22,0.26,0
0.37,1,0,0,0.01,-0.7,0.56,1,0.33,0,0.64,0.82,0,0.08,0
0.53,1,0,0,-0.95,0.34,1.17,1,0.17,1,-1.57,15.49,0.17,0.21,0
0.02,1,0,1,1.15,0.69,-1.23,2,0.29,1,-0.98,0,0.29,0.14,0
-0.1,0,1,1,-0.66,0.69,-1.23,2,0.29,1,-1.32,0,0.29,0.22,0
-0.79,0,1,1,-0.47,0,-1.23,2,0.4,0,-1.25,0,0,0.15,0
-0.08,1,0,0,-0.76,-0.7,1.47,1,0.33,0,0.75,1.17,0,0.1,0
1.9,1,0,1,-1.52,-0.35,0.88,1,0.25,0,-1.39,6.5,0,0.17,0
-0.62,1,0,1,-1.04,0,-1.23,2,0.4,1,-0.9,0,0.4,0.18,0
-1.87,0,1,1,-0.47,1.38,-1.23,2,0.22,1,-0.19,0,0.22,0.26,0
-0.44,0,1,1,-0.47,0.69,0.16,1,0.14,1,-0.7,1.45,0.14,0.21,0
0.15,1,0,0,-0.09,0,-1.23,2,0.4,0,0.98,0,0,0.13,0
0,1,0,0,0.01,0.34,-1.23,1,0.17,0,-1.32,0,0,0.15,0
0.27,0,1,1,0.1,0,-1.23,2,0.4,0,-0.19,0,0,0.13,0
0.15,0,0,1,-0.66,-1.39,0.89,1,1,0,-1.53,11.14,0,0.03,0
-1.71,1,0,0,-1.14,-0.7,-1.23,2,0.67,0,0.72,0,0,0.11,0
-0.76,0,1,1,0.39,0.34,-1.23,2,0.33,1,0.86,0,0.33,0.14,0
0.74,0,0,1,-0.95,-1.39,0.49,2,2,0,-1.31,4.3,0,0.03,0
-1.27,1,0,0,-1.14,0.69,1.6,2,0.29,1,0.68,1.26,0.29,0.26,0
-1.12,1,0,0,0.01,-0.35,0.54,2,0.5,1,-1.02,2.66,0.5,0.1,0
-1.02,1,0,0,-0.47,0,-1.23,2,0.4,1,-1.72,0,0.4,0.15,0
-0.78,0,1,0,-0.18,1.38,0.91,1,0.11,0,0.19,1.2,0,0.24,0
0.19,1,0,0,0.39,-1.39,1.35,1,1,1,-0.07,1.67,1,0.02,0
-0.15,1,0,1,0.39,0.34,-1.23,2,0.33,0,-0.99,0,0,0.14,0
-0.14,0,0,0,-0.28,1.72,1.11,2,0.2,1,-0.06,1.51,0.2,0.28,0
-1.39,0,1,0,0.58,1.03,0.52,1,0.13,1,0.27,0.94,0.13,0.18,0
1.56,1,0,0,-0.66,-0.35,-0.02,1,0.25,1,-1.08,1.98,0.25,0.13,0
0.43,1,0,0,0.29,-1.04,-1.23,2,1,0,0.78,0,0,0.05,0
-0.68,1,0,0,-1.04,0.34,0.47,1,0.17,1,-1.02,2.57,0.17,0.21,0
-0.63,1,0,1,-0.66,0,-1.23,2,0.4,0,-0.71,0,0,0.16,0
-1,0,1,1,2.58,1.03,-1.23,2,0.25,1,0.29,0,0.25,0.12,0
0.41,1,0,0,-1.23,-0.7,0.67,1,0.33,0,-0.68,1.93,0,0.12,0
0.48,0,0,1,-0.95,-1.73,1.54,1,1,0,0.73,1.22,0,0,0
-0.42,1,0,1,-0.28,-0.35,0.85,2,0.5,0,0.04,1.26,0,0.11,0
-0.53,0,1,1,-0.28,-0.35,-1.23,2,0.5,0,-1.51,0,0,0.11,0
-1.1,1,0,1,-1.52,-1.39,0.32,1,1,0,-1.12,2.71,0,0.04,0
-0.16,0,1,1,-1.42,-0.35,1.02,1,0.25,1,0.75,0.98,0.25,0.17,0
0.74,1,0,1,-1.8,0.34,-1.23,2,0.33,0,1.66,0,0,0.3,0
-0.9,1,0,0,-0.56,-0.35,0.95,1,0.25,0,-0.64,2.15,0,0.12,0
0.71,1,0,1,2.87,-0.7,-1.23,2,0.67,1,-0.73,0,0.67,0.04,0
0.17,0,1,1,1.63,-1.04,1.48,1,0.5,1,-1.41,8.94,0.5,0.04,0
-0.45,0,0,1,-0.28,1.03,1.07,1,0.13,0,-0.04,1.47,0,0.22,0
-1.3,1,0,1,-1.23,0.69,1.24,1,0.14,1,-0.64,2.43,0.14,0.27,0
-0.46,0,1,0,1.34,-1.39,0.53,1,1,1,-0.42,1.44,1,0.02,0
0.37,0,0,0,-1.14,-1.39,0.62,2,2,0,-0.37,1.46,0,0.04,0
1.83,0,1,1,0.67,-1.39,1.71,1,1,1,-1.51,13.62,1,0.02,0
-0.81,1,0,1,-0.56,1.38,-0.13,1,0.11,0,-1.39,3.41,0,0.27,0
0.78,1,0,0,-0.66,1.03,-1.23,2,0.25,0,1.48,0,0,0.25,0
-0.74,0,0,1,-0.76,0.34,1.01,1,0.17,1,0.62,1.03,0.17,0.19,0
-0.54,0,1,0,1.63,-0.35,0.35,1,0.25,1,-0.97,2.22,0.25,0.07,0
0.13,1,0,1,-0.28,1.72,-1.23,2,0.2,0,0.63,0,0,0.28,0
-1.51,0,0,0,-0.18,1.72,0.74,2,0.2,1,-0.82,2.32,0.2,0.27,0
-0.77,0,0,1,-0.85,0.69,0.89,2,0.29,0,-0.11,1.41,0,0.23,0
-0.99,0,1,0,-1.42,-1.04,-1.23,2,1,1,1.7,0,1,0.08,0
-1.31,1,0,1,-0.85,-1.39,-1.23,2,2,0,0.46,0,0,0.03,0
1.3,0,1,1,0.01,-1.04,0.45,1,0.5,0,-0.36,1.31,0,0.05,0
2.06,0,0,0,-0.66,-1.73,0.65,1,1,0,1.3,0.67,0,0,0
-0.49,0,0,1,-0.37,-1.39,0.46,2,2,1,0.53,0.81,2,0.03,0
0.42,1,0,1,-1.23,1.38,0.96,1,0.11,0,0.92,0.89,0,0.35,0
-0.7,1,0,0,-0.95,1.72,-1.23,2,0.2,1,0.19,0,0.2,0.34,0
0.29,1,0,0,-0.56,0.34,-1.23,2,0.33,1,-0.04,0,0.33,0.18,0
-0.05,1,0,1,-0.28,0.34,0.77,1,0.17,0,-0.2,1.41,0,0.17,0
-0.95,1,0,0,-0.47,0,-0.12,2,0.4,1,-0.58,1.03,0.4,0.15,0
-0.57,0,1,1,-0.28,0.34,0.15,1,0.17,1,-1.31,3.46,0.17,0.17,0
0.35,0,1,1,-0.47,1.38,0.39,2,0.22,1,1.57,0.53,0.22,0.26,0
0.23,0,1,0,-0.66,-1.73,-1.23,1,1,1,-0.47,0,1,0,0
1.57,0,1,1,-0.09,0.69,-1.23,2,0.29,1,-0.74,0,0.29,0.18,0
1.15,0,1,0,-1.9,0.34,-1.23,2,0.33,0,-0.78,0,0,0.32,0
-0.31,0,0,0,-0.76,1.03,0.38,1,0.13,1,-0.17,1.11,0.13,0.26,0
-2.48,1,0,0,-0.28,1.72,-1.23,1,0.1,0,0.36,0,0,0.28,0
1.7,1,0,1,-1.42,0.69,1.53,1,0.14,1,1.36,0.97,0.14,0.29,0
-0.2,0,0,0,-0.66,-1.04,1.13,2,1,1,1.41,0.81,1,0.06,0
1.45,0,1,1,-1.33,0.69,-1.23,1,0.14,0,-0.18,0,0,0.28,0
-1.39,1,0,1,-0.37,0,0.84,1,0.2,0,0.48,1.01,0,0.14,0
0.86,1,0,1,-0.18,-0.7,0.06,1,0.33,1,-0.4,1.04,0.33,0.08,0
-0.1,1,0,1,-0.76,1.72,1.27,1,0.1,0,-0.15,1.7,0,0.32,0
-0.68,1,0,0,-0.09,0,-1.23,1,0.2,1,-0.22,0,0.2,0.13,0
-1.49,1,0,0,-0.95,-0.35,0.21,2,0.5,0,1.4,0.49,0,0.14,0
0.87,0,1,1,-0.09,0.69,0.15,2,0.29,0,-0.11,0.92,0,0.18,0
0.58,1,0,0,1.82,-0.7,0.41,1,0.33,1,0.25,0.89,0.33,0.05,0
